Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Region,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
716,33,Male,Jeans,Clothing,69,Delaware,Northeast,L,Green,Spring,4,Yes,Venmo,Express,Yes,Yes,13,Debit Card,Quarterly
717,30,Male,Jewelry,Accessories,50,Missouri,Midwest,M,Olive,Spring,3.4,Yes,PayPal,Express,Yes,Yes,6,Venmo,Bi-Weekly
718,21,Male,Socks,Clothing,70,Alaska,West,L,Green,Spring,4,Yes,Debit Card,Express,Yes,Yes,18,Venmo,Every 3 Months
719,22,Male,Shirt,Clothing,45,Florida,South,M,Peach,Summer,3.3,Yes,Bank Transfer,Standard,Yes,Yes,4,Bank Transfer,Annually
720,63,Male,Shorts,Clothing,85,Mississippi,South,L,Turquoise,Summer,4.5,Yes,Venmo,Next Day Air,Yes,Yes,4,Venmo,Bi-Weekly
721,33,Male,Jewelry,Accessories,56,New Mexico,West,L,Orange,Fall,3.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,12,Debit Card,Weekly
722,43,Male,Blouse,Clothing,95,California,West,L,Silver,Summer,4.8,Yes,Debit Card,Next Day Air,Yes,Yes,11,Debit Card,Every 3 Months
723,27,Male,Sweater,Clothing,46,Wyoming,West,S,Blue,Summer,3.4,Yes,PayPal,Store Pickup,Yes,Yes,6,Cash,Bi-Weekly
724,35,Male,Jewelry,Accessories,72,Missouri,Midwest,L,Cyan,Fall,4.1,Yes,Cash,Express,Yes,Yes,11,PayPal,Monthly
725,37,Male,T-shirt,Clothing,41,New Hampshire,Northeast,XL,Green,Fall,3.2,Yes,Cash,Store Pickup,Yes,Yes,16,Venmo,Every 3 Months
726,61,Male,Hat,Accessories,38,Texas,South,L,Silver,Winter,3.1,Yes,Cash,Standard,Yes,Yes,12,Debit Card,Fortnightly
727,32,Male,Shorts,Clothing,79,North Dakota,Midwest,L,Yellow,Summer,4.3,Yes,PayPal,Next Day Air,Yes,Yes,16,Bank Transfer,Every 3 Months
728,62,Male,Sweater,Clothing,68,Arkansas,South,S,Gray,Winter,4,Yes,Credit Card,Next Day Air,Yes,Yes,19,Venmo,Every 3 Months
729,29,Male,Jeans,Clothing,85,Nebraska,Midwest,M,Pink,Winter,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,16,PayPal,Every 3 Months
730,41,Male,Sunglasses,Accessories,98,Minnesota,Midwest,L,Beige,Summer,4.9,Yes,Venmo,Express,Yes,Yes,11,PayPal,Every 3 Months
731,48,Male,Boots,Footwear,48,Massachusetts,Northeast,M,Indigo,Summer,3.4,Yes,Venmo,Standard,Yes,Yes,5,Venmo,Fortnightly
732,43,Male,Coat,Outerwear,29,Arkansas,South,M,Red,Spring,2.8,Yes,Credit Card,Free Shipping,Yes,Yes,6,PayPal,Fortnightly
733,34,Male,Shirt,Clothing,58,New Hampshire,Northeast,L,Blue,Spring,3.7,Yes,Cash,Express,Yes,Yes,11,Cash,Bi-Weekly
734,45,Male,Dress,Clothing,61,Rhode Island,Northeast,L,Cyan,Fall,3.8,Yes,Cash,2-Day Shipping,Yes,Yes,7,Debit Card,Bi-Weekly
735,65,Male,Shirt,Clothing,38,New Jersey,Northeast,S,Violet,Winter,3.1,Yes,Venmo,Express,Yes,Yes,14,Bank Transfer,Every 3 Months
736,61,Male,Sunglasses,Accessories,51,Montana,West,M,Orange,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,10,Cash,Bi-Weekly
737,18,Male,Dress,Clothing,72,Colorado,West,L,Maroon,Spring,4.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,12,Credit Card,Every 3 Months
738,47,Male,Sunglasses,Accessories,64,Nebraska,Midwest,M,Teal,Spring,3.9,Yes,PayPal,Store Pickup,Yes,Yes,5,PayPal,Annually
739,56,Male,Sunglasses,Accessories,99,Minnesota,Midwest,L,Orange,Winter,5,Yes,Credit Card,2-Day Shipping,Yes,Yes,6,Venmo,Quarterly
740,64,Male,Shorts,Clothing,40,Minnesota,Midwest,S,Purple,Summer,3.2,Yes,Cash,Free Shipping,Yes,Yes,6,Venmo,Bi-Weekly
741,26,Male,Jeans,Clothing,23,South Dakota,Midwest,M,Orange,Summer,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,14,Credit Card,Fortnightly
742,22,Male,T-shirt,Clothing,58,West Virginia,South,XL,Yellow,Summer,3.7,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Every 3 Months
743,64,Male,Pants,Clothing,57,Nevada,West,M,Charcoal,Summer,3.7,Yes,Debit Card,Express,Yes,Yes,8,Debit Card,Quarterly
744,21,Male,Sunglasses,Accessories,42,North Carolina,South,L,Gray,Fall,3.2,Yes,PayPal,Free Shipping,Yes,Yes,17,Cash,Weekly
745,67,Male,Boots,Footwear,68,Illinois,Midwest,S,Charcoal,Spring,4,Yes,Debit Card,Next Day Air,Yes,Yes,13,Debit Card,Bi-Weekly
746,46,Male,T-shirt,Clothing,68,Michigan,Midwest,L,Orange,Fall,4,Yes,Credit Card,Standard,Yes,Yes,18,Venmo,Monthly
747,40,Male,Sandals,Footwear,25,Michigan,Midwest,M,Red,Winter,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,9,Credit Card,Annually
748,51,Male,Shorts,Clothing,34,Oklahoma,South,L,Gold,Spring,3,Yes,Venmo,Next Day Air,Yes,Yes,15,Bank Transfer,Weekly
749,35,Male,Hat,Accessories,71,South Dakota,Midwest,L,Brown,Fall,4.1,Yes,Bank Transfer,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
750,56,Male,Scarf,Accessories,75,Oklahoma,South,M,Olive,Winter,4.2,Yes,Bank Transfer,Standard,Yes,Yes,14,Debit Card,Quarterly
751,25,Male,T-shirt,Clothing,43,Maryland,Northeast,L,Violet,Fall,3.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,19,Venmo,Annually
752,65,Male,Gloves,Accessories,84,Ohio,Midwest,L,Indigo,Fall,4.5,Yes,Credit Card,Free Shipping,Yes,Yes,14,Credit Card,Monthly
753,39,Male,Scarf,Accessories,24,Ohio,Midwest,L,Yellow,Fall,2.6,Yes,Cash,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months
754,47,Male,Boots,Footwear,35,Massachusetts,Northeast,M,Teal,Fall,3,Yes,Credit Card,Store Pickup,Yes,Yes,11,Venmo,Quarterly
755,36,Male,Gloves,Accessories,36,North Carolina,South,L,Pink,Spring,3.1,Yes,Cash,Store Pickup,Yes,Yes,8,Debit Card,Quarterly
756,66,Male,Coat,Outerwear,96,Florida,South,M,Violet,Spring,4.9,Yes,Venmo,Free Shipping,Yes,Yes,5,PayPal,Weekly
757,62,Male,Belt,Accessories,93,Montana,West,S,Orange,Summer,4.7,Yes,Cash,Standard,Yes,Yes,20,Cash,Fortnightly
758,41,Male,Hoodie,Clothing,54,Minnesota,Midwest,M,Red,Fall,3.6,Yes,Debit Card,Store Pickup,Yes,Yes,6,Debit Card,Quarterly
759,66,Male,Shoes,Footwear,22,Massachusetts,Northeast,L,Peach,Summer,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,14,Bank Transfer,Every 3 Months
760,51,Male,Dress,Clothing,70,Rhode Island,Northeast,XL,Green,Winter,4,Yes,Bank Transfer,Next Day Air,Yes,Yes,10,Credit Card,Fortnightly
761,33,Male,Gloves,Accessories,65,Minnesota,Midwest,XL,Violet,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,10,Cash,Annually
762,57,Male,Jewelry,Accessories,48,Nevada,West,L,Yellow,Fall,3.4,Yes,Credit Card,Express,Yes,Yes,18,Bank Transfer,Weekly
763,45,Male,Belt,Accessories,86,New Mexico,West,M,Pink,Fall,4.5,Yes,Credit Card,Standard,Yes,Yes,9,Debit Card,Fortnightly
764,61,Male,Sweater,Clothing,30,North Carolina,South,M,Brown,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,10,Credit Card,Monthly
765,55,Male,Skirt,Clothing,29,Virginia,South,XL,Silver,Fall,2.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,8,Debit Card,Quarterly
766,54,Male,Sneakers,Footwear,99,Alaska,West,M,Pink,Summer,4.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,20,Cash,Quarterly
767,57,Male,Gloves,Accessories,84,Nevada,West,M,Cyan,Winter,4.5,Yes,PayPal,Next Day Air,Yes,Yes,10,PayPal,Monthly
768,27,Male,Coat,Outerwear,47,Pennsylvania,Northeast,M,Brown,Fall,3.4,Yes,Cash,Next Day Air,Yes,Yes,15,Cash,Annually
769,64,Male,Backpack,Accessories,79,Illinois,Midwest,XL,Red,Spring,4.3,Yes,PayPal,Express,Yes,Yes,19,Venmo,Weekly
770,52,Male,Socks,Clothing,67,Delaware,Northeast,M,Silver,Spring,4,Yes,Credit Card,Store Pickup,Yes,Yes,20,PayPal,Monthly
771,19,Male,Sneakers,Footwear,56,Vermont,Northeast,M,Gray,Spring,3.6,Yes,Venmo,Express,Yes,Yes,11,Credit Card,Annually
772,22,Male,Sweater,Clothing,78,Hawaii,West,L,Cyan,Fall,4.3,Yes,Credit Card,Next Day Air,Yes,Yes,14,Bank Transfer,Fortnightly
773,18,Male,Jeans,Clothing,93,Illinois,Midwest,L,Teal,Fall,4.7,Yes,Cash,Free Shipping,Yes,Yes,4,Debit Card,Bi-Weekly
774,29,Male,Hat,Accessories,22,California,West,L,Indigo,Winter,2.6,Yes,Venmo,Express,Yes,Yes,17,Debit Card,Bi-Weekly
775,42,Male,Hat,Accessories,91,Nevada,West,M,Yellow,Summer,4.7,Yes,Credit Card,Standard,Yes,Yes,9,Credit Card,Quarterly
776,49,Male,Handbag,Accessories,87,Kentucky,Midwest,S,Gold,Winter,4.6,Yes,PayPal,Store Pickup,Yes,Yes,11,PayPal,Monthly
777,49,Male,Shirt,Clothing,43,Alabama,South,M,Maroon,Spring,3.3,Yes,PayPal,Standard,Yes,Yes,12,Venmo,Every 3 Months
778,55,Male,Socks,Clothing,96,Wyoming,West,XL,Silver,Spring,4.9,Yes,Credit Card,Express,Yes,Yes,6,Venmo,Weekly
779,29,Male,Socks,Clothing,23,Massachusetts,Northeast,M,Yellow,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,10,Debit Card,Annually
780,60,Male,Dress,Clothing,35,Utah,West,M,Blue,Spring,3,Yes,Credit Card,Express,Yes,Yes,19,Cash,Annually
781,34,Male,Shoes,Footwear,62,New York,Northeast,M,Turquoise,Spring,3.8,Yes,Venmo,Free Shipping,Yes,Yes,5,Cash,Quarterly
782,30,Male,Scarf,Accessories,34,Vermont,Northeast,L,Indigo,Winter,3,Yes,PayPal,Store Pickup,Yes,Yes,9,Credit Card,Fortnightly
783,28,Male,Hoodie,Clothing,82,Hawaii,West,M,Green,Summer,4.4,Yes,PayPal,Standard,Yes,Yes,11,Cash,Weekly
784,63,Male,T-shirt,Clothing,65,Louisiana,South,L,Purple,Winter,3.9,Yes,Debit Card,Next Day Air,Yes,Yes,13,PayPal,Fortnightly
785,31,Male,Jeans,Clothing,33,Alabama,South,M,Peach,Winter,3,Yes,Debit Card,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months
786,46,Male,Shorts,Clothing,37,Louisiana,South,S,Purple,Spring,3.1,Yes,Bank Transfer,Next Day Air,Yes,Yes,12,PayPal,Fortnightly
787,70,Male,Hat,Accessories,78,Indiana,Midwest,S,Teal,Winter,4.3,Yes,Credit Card,Express,Yes,Yes,4,Bank Transfer,Every 3 Months
788,53,Male,Handbag,Accessories,63,Michigan,Midwest,S,Green,Spring,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,Venmo,Weekly
789,50,Male,Pants,Clothing,69,Rhode Island,Northeast,XL,Yellow,Summer,4,Yes,Venmo,Store Pickup,Yes,Yes,10,Bank Transfer,Quarterly
790,33,Male,Handbag,Accessories,25,Idaho,West,S,Purple,Fall,2.7,Yes,Venmo,Standard,Yes,Yes,17,Credit Card,Bi-Weekly
791,22,Male,Sweater,Clothing,70,Louisiana,South,M,Indigo,Summer,4,Yes,Venmo,Store Pickup,Yes,Yes,7,Bank Transfer,Quarterly
792,50,Male,Scarf,Accessories,76,North Carolina,South,S,Magenta,Summer,4.2,Yes,Credit Card,2-Day Shipping,Yes,Yes,9,PayPal,Fortnightly
793,34,Male,Sneakers,Footwear,92,New Jersey,Northeast,M,Violet,Spring,4.7,Yes,Venmo,Next Day Air,Yes,Yes,9,Venmo,Weekly
794,24,Male,Pants,Clothing,84,Alabama,South,L,Maroon,Summer,4.5,Yes,Cash,Free Shipping,Yes,Yes,7,Credit Card,Monthly
795,69,Male,Backpack,Accessories,71,Kentucky,Midwest,XL,Yellow,Winter,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly
796,39,Male,Sandals,Footwear,90,New York,Northeast,M,Beige,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,5,Venmo,Annually
797,42,Male,Socks,Clothing,63,Arizona,West,XL,Black,Fall,3.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,16,Credit Card,Annually
798,42,Male,Coat,Outerwear,20,Maryland,Northeast,M,Violet,Fall,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,16,Debit Card,Weekly
799,29,Male,Socks,Clothing,39,Alaska,West,M,Violet,Spring,3.1,Yes,Cash,2-Day Shipping,Yes,Yes,8,PayPal,Every 3 Months
800,55,Male,Belt,Accessories,87,Nevada,West,L,Brown,Summer,4.6,Yes,Venmo,Free Shipping,Yes,Yes,11,PayPal,Annually
801,32,Male,Socks,Clothing,39,Utah,West,S,Gold,Summer,3.2,Yes,Credit Card,Free Shipping,Yes,Yes,4,Cash,Every 3 Months
802,25,Male,Belt,Accessories,80,New Mexico,West,L,Blue,Fall,4.3,Yes,Credit Card,Express,Yes,Yes,6,Credit Card,Fortnightly
803,38,Male,Pants,Clothing,38,Delaware,Northeast,M,Teal,Winter,3.1,Yes,Venmo,Next Day Air,Yes,Yes,8,Bank Transfer,Weekly
804,32,Male,Shorts,Clothing,44,Connecticut,Northeast,L,Silver,Winter,3.3,Yes,Credit Card,Express,Yes,Yes,8,Venmo,Every 3 Months
805,43,Male,Boots,Footwear,71,Mississippi,South,M,Maroon,Summer,4.1,Yes,Cash,Store Pickup,Yes,Yes,9,Venmo,Quarterly
806,41,Male,Dress,Clothing,36,Connecticut,Northeast,L,White,Summer,3.1,Yes,Venmo,Next Day Air,Yes,Yes,6,Debit Card,Monthly
807,56,Male,Jeans,Clothing,97,Florida,South,L,Charcoal,Summer,4.9,Yes,Credit Card,Standard,Yes,Yes,11,PayPal,Quarterly
808,27,Male,T-shirt,Clothing,41,New York,Northeast,S,Brown,Winter,3.2,Yes,Bank Transfer,Express,Yes,Yes,18,Credit Card,Weekly
809,46,Male,Shoes,Footwear,66,Wisconsin,Midwest,L,Lavender,Fall,3.9,Yes,PayPal,Next Day Air,Yes,Yes,19,Cash,Every 3 Months
810,48,Male,Boots,Footwear,90,South Carolina,South,M,Violet,Fall,4.7,Yes,PayPal,Next Day Air,Yes,Yes,16,PayPal,Bi-Weekly
811,52,Male,Scarf,Accessories,52,South Dakota,Midwest,S,Lavender,Fall,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,17,Debit Card,Bi-Weekly
812,18,Male,Sneakers,Footwear,21,Illinois,Midwest,M,Green,Winter,2.6,Yes,Debit Card,Free Shipping,Yes,Yes,7,Venmo,Quarterly
813,64,Male,Boots,Footwear,35,Alaska,West,M,Olive,Summer,3,Yes,PayPal,Standard,Yes,Yes,11,Credit Card,Weekly
814,54,Male,Handbag,Accessories,43,Montana,West,S,Olive,Summer,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,9,Debit Card,Annually
815,31,Male,Shirt,Clothing,26,Minnesota,Midwest,M,Pink,Winter,2.7,Yes,Cash,Express,Yes,Yes,12,PayPal,Monthly
816,30,Male,Hat,Accessories,91,West Virginia,South,L,Teal,Spring,4.7,Yes,Cash,Next Day Air,Yes,Yes,17,Venmo,Bi-Weekly
817,26,Male,Sweater,Clothing,77,Illinois,Midwest,L,Cyan,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,5,Debit Card,Monthly
818,25,Male,Handbag,Accessories,41,Nevada,West,S,Gray,Spring,3.2,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Fortnightly
819,59,Male,Shirt,Clothing,89,Idaho,West,M,Peach,Winter,4.6,Yes,Cash,Store Pickup,Yes,Yes,18,Debit Card,Monthly
820,55,Male,Sunglasses,Accessories,88,Colorado,West,S,Teal,Winter,4.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,7,Debit Card,Quarterly
821,56,Male,Sneakers,Footwear,24,Louisiana,South,M,Turquoise,Spring,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,8,Debit Card,Monthly
822,62,Male,Hoodie,Clothing,46,Vermont,Northeast,M,Green,Spring,3.4,Yes,Cash,Standard,Yes,Yes,8,Credit Card,Bi-Weekly
823,35,Male,Shirt,Clothing,75,Mississippi,South,L,Magenta,Winter,4.2,Yes,Cash,Standard,Yes,Yes,12,Bank Transfer,Annually
824,51,Male,Sunglasses,Accessories,72,Georgia,South,M,Green,Winter,4.1,Yes,PayPal,Free Shipping,Yes,Yes,5,Credit Card,Quarterly
825,61,Male,Blouse,Clothing,69,Georgia,South,M,White,Spring,4,Yes,Venmo,Store Pickup,Yes,Yes,19,Cash,Quarterly
826,27,Male,Belt,Accessories,84,Nebraska,Midwest,XL,Brown,Fall,4.5,Yes,Venmo,Next Day Air,Yes,Yes,19,Cash,Monthly
827,54,Male,Dress,Clothing,55,Massachusetts,Northeast,M,Purple,Winter,3.6,Yes,Credit Card,Standard,Yes,Yes,19,PayPal,Weekly
828,31,Male,Shoes,Footwear,60,Colorado,West,S,Green,Fall,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,10,Bank Transfer,Fortnightly
829,24,Male,Socks,Clothing,74,Nevada,West,M,Peach,Fall,4.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,12,PayPal,Bi-Weekly
830,42,Male,Socks,Clothing,57,Idaho,West,S,Silver,Spring,3.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,11,Credit Card,Fortnightly
831,41,Male,Shorts,Clothing,73,Wyoming,West,M,Maroon,Fall,4.1,Yes,Cash,Express,Yes,Yes,15,Credit Card,Annually
832,66,Male,Gloves,Accessories,95,Washington,West,M,Red,Summer,4.8,Yes,Debit Card,Express,Yes,Yes,13,Cash,Every 3 Months
833,58,Male,Jacket,Outerwear,32,California,West,L,Blue,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,16,Cash,Bi-Weekly
834,43,Male,Handbag,Accessories,73,Oklahoma,South,M,Purple,Fall,4.1,Yes,Debit Card,Standard,Yes,Yes,14,Credit Card,Annually
835,52,Male,Backpack,Accessories,67,Nevada,West,M,Indigo,Summer,4,Yes,Debit Card,Free Shipping,Yes,Yes,18,Credit Card,Weekly
836,35,Male,Boots,Footwear,54,Maryland,Northeast,L,Indigo,Summer,3.6,Yes,Debit Card,Next Day Air,Yes,Yes,5,Debit Card,Weekly
837,23,Male,Gloves,Accessories,33,West Virginia,South,L,Violet,Winter,3,Yes,PayPal,Store Pickup,Yes,Yes,18,Cash,Bi-Weekly
838,25,Male,Hoodie,Clothing,79,Illinois,Midwest,L,Brown,Spring,4.3,Yes,Credit Card,Express,Yes,Yes,6,Cash,Every 3 Months
839,33,Male,Coat,Outerwear,51,Kentucky,Midwest,M,Gray,Spring,3.5,Yes,Bank Transfer,Express,Yes,Yes,6,Credit Card,Annually
840,48,Male,Shirt,Clothing,84,Illinois,Midwest,L,Teal,Spring,4.5,Yes,Cash,Free Shipping,Yes,Yes,6,Debit Card,Every 3 Months
841,42,Male,Shirt,Clothing,78,Alabama,South,L,Teal,Summer,4.3,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5,PayPal,Weekly
842,55,Male,Sweater,Clothing,96,Texas,South,M,Beige,Summer,4.8,Yes,Venmo,Store Pickup,Yes,Yes,18,PayPal,Fortnightly
843,59,Male,Shirt,Clothing,77,Missouri,Midwest,M,Violet,Spring,4.3,Yes,Venmo,Express,Yes,Yes,17,PayPal,Weekly
844,65,Male,Hoodie,Clothing,20,Pennsylvania,Northeast,S,Beige,Summer,2.5,Yes,Cash,Express,Yes,Yes,16,PayPal,Weekly
845,59,Male,Sandals,Footwear,32,Missouri,Midwest,L,Purple,Winter,2.9,Yes,PayPal,Express,Yes,Yes,10,Venmo,Bi-Weekly
846,31,Male,Belt,Accessories,92,Michigan,Midwest,XL,Charcoal,Winter,4.7,Yes,PayPal,Standard,Yes,Yes,4,Venmo,Monthly
847,49,Male,Boots,Footwear,47,Kentucky,Midwest,M,Pink,Spring,3.4,Yes,Bank Transfer,Express,Yes,Yes,14,Debit Card,Quarterly
848,53,Male,Hoodie,Clothing,74,New Jersey,Northeast,L,Blue,Fall,4.2,Yes,Bank Transfer,Standard,Yes,Yes,9,PayPal,Monthly
849,48,Male,Sandals,Footwear,37,Delaware,Northeast,M,Lavender,Fall,3.1,Yes,PayPal,Store Pickup,Yes,Yes,15,Credit Card,Bi-Weekly
850,23,Male,Jeans,Clothing,66,Missouri,Midwest,S,Charcoal,Spring,3.9,Yes,Debit Card,Express,Yes,Yes,12,PayPal,Quarterly
851,68,Male,Shoes,Footwear,98,Connecticut,Northeast,L,Turquoise,Winter,4.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,4,Venmo,Monthly
852,35,Male,Sandals,Footwear,66,Massachusetts,Northeast,M,Red,Summer,4,Yes,Credit Card,Express,Yes,Yes,17,Debit Card,Monthly
853,34,Male,Dress,Clothing,29,Florida,South,L,Yellow,Spring,2.8,Yes,Venmo,Next Day Air,Yes,Yes,12,Debit Card,Every 3 Months
854,62,Male,Hat,Accessories,89,Delaware,Northeast,L,Orange,Winter,4.6,Yes,PayPal,Free Shipping,Yes,Yes,9,Cash,Monthly
855,21,Male,Pants,Clothing,78,California,West,L,Blue,Spring,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,9,Venmo,Monthly
856,70,Male,Socks,Clothing,28,Oregon,West,L,Gold,Spring,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,15,Credit Card,Quarterly
857,55,Male,Shirt,Clothing,90,Alaska,West,M,Gold,Summer,4.7,Yes,Debit Card,Express,Yes,Yes,7,Debit Card,Fortnightly
858,43,Male,Shorts,Clothing,82,Missouri,Midwest,L,Cyan,Fall,4.4,Yes,Cash,Standard,Yes,Yes,12,Debit Card,Every 3 Months
859,19,Male,Jacket,Outerwear,84,Oklahoma,South,L,Olive,Fall,4.5,Yes,PayPal,Free Shipping,Yes,Yes,5,PayPal,Weekly
860,47,Male,Hoodie,Clothing,63,Wisconsin,Midwest,M,Teal,Winter,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,15,Debit Card,Monthly
861,26,Male,Shoes,Footwear,78,South Carolina,South,M,Maroon,Spring,4.3,Yes,Debit Card,Standard,Yes,Yes,17,Cash,Monthly
862,46,Male,Skirt,Clothing,72,Virginia,South,XL,Green,Spring,4.1,Yes,PayPal,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months
863,19,Male,Coat,Outerwear,90,Arkansas,South,M,Charcoal,Winter,4.7,Yes,PayPal,Standard,Yes,Yes,17,PayPal,Fortnightly
864,49,Male,Sneakers,Footwear,92,Vermont,Northeast,M,Cyan,Summer,4.7,Yes,PayPal,Standard,Yes,Yes,8,PayPal,Fortnightly
865,51,Male,Jeans,Clothing,36,Kentucky,Midwest,S,Charcoal,Winter,3,Yes,PayPal,Next Day Air,Yes,Yes,12,PayPal,Annually
866,64,Male,Blouse,Clothing,48,Colorado,West,L,Charcoal,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,5,Venmo,Annually
867,67,Male,Sunglasses,Accessories,97,New Mexico,West,M,Lavender,Summer,4.9,Yes,Credit Card,Free Shipping,Yes,Yes,14,PayPal,Bi-Weekly
868,37,Male,Jacket,Outerwear,21,Colorado,West,M,Turquoise,Spring,2.6,Yes,Debit Card,Free Shipping,Yes,Yes,4,Bank Transfer,Fortnightly
869,40,Male,Dress,Clothing,31,North Carolina,South,M,Green,Summer,2.9,Yes,Credit Card,Next Day Air,Yes,Yes,17,Credit Card,Every 3 Months
870,38,Male,Hat,Accessories,77,New Hampshire,Northeast,M,Silver,Spring,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,11,PayPal,Weekly
871,66,Male,Hoodie,Clothing,96,West Virginia,South,M,Blue,Fall,4.8,Yes,Cash,Standard,Yes,Yes,13,Bank Transfer,Bi-Weekly
872,47,Male,Handbag,Accessories,67,Hawaii,West,M,Charcoal,Spring,4,Yes,Bank Transfer,Next Day Air,Yes,Yes,8,Debit Card,Quarterly
873,56,Male,Jeans,Clothing,55,North Dakota,Midwest,M,Pink,Spring,3.6,Yes,Cash,Standard,Yes,Yes,7,Cash,Quarterly
874,51,Male,Boots,Footwear,95,Mississippi,South,M,Pink,Summer,4.8,Yes,PayPal,Free Shipping,Yes,Yes,15,Venmo,Quarterly
875,25,Male,Jacket,Outerwear,59,Maine,Northeast,M,Magenta,Fall,3.7,Yes,PayPal,Free Shipping,Yes,Yes,13,Venmo,Every 3 Months
876,37,Male,Sandals,Footwear,94,North Dakota,Midwest,L,Gray,Summer,4.8,Yes,Venmo,Free Shipping,Yes,Yes,8,Bank Transfer,Every 3 Months
877,41,Male,Belt,Accessories,95,Nebraska,Midwest,L,Gray,Summer,4.8,Yes,Venmo,2-Day Shipping,Yes,Yes,10,Debit Card,Weekly
878,64,Male,Handbag,Accessories,80,Nebraska,Midwest,M,Orange,Winter,4.3,Yes,Venmo,Next Day Air,Yes,Yes,13,Venmo,Every 3 Months
879,23,Male,Sunglasses,Accessories,71,Tennessee,South,S,Black,Summer,4.1,Yes,Cash,Express,Yes,Yes,18,Debit Card,Weekly
880,62,Male,Skirt,Clothing,22,Wyoming,West,S,Lavender,Spring,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,15,PayPal,Quarterly
881,39,Male,Backpack,Accessories,40,Nevada,West,L,Red,Spring,3.2,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Monthly
882,52,Male,Sandals,Footwear,80,South Carolina,South,M,Silver,Summer,4.3,Yes,Credit Card,Next Day Air,Yes,Yes,12,Venmo,Annually
883,50,Male,Boots,Footwear,66,Virginia,South,M,Cyan,Fall,3.9,Yes,Cash,Next Day Air,Yes,Yes,7,Cash,Every 3 Months
884,28,Male,Sneakers,Footwear,71,Pennsylvania,Northeast,S,Gold,Fall,4.1,Yes,Venmo,Free Shipping,Yes,Yes,7,Bank Transfer,Monthly
885,67,Male,Skirt,Clothing,85,Hawaii,West,L,Yellow,Winter,4.5,Yes,Venmo,Express,Yes,Yes,18,Bank Transfer,Weekly
886,41,Male,Dress,Clothing,62,Ohio,Midwest,L,Purple,Fall,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,20,Debit Card,Every 3 Months
887,19,Male,Shorts,Clothing,25,Utah,West,S,Brown,Summer,2.7,Yes,PayPal,Express,Yes,Yes,11,Bank Transfer,Monthly
888,70,Male,Handbag,Accessories,72,Minnesota,Midwest,L,Turquoise,Winter,4.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,9,PayPal,Fortnightly
889,49,Male,Scarf,Accessories,65,New Hampshire,Northeast,S,Gold,Spring,3.9,Yes,Venmo,Express,Yes,Yes,15,Cash,Annually
